Player Name,Team,Age,Positions,FP,FP/GP,GP,TOI,PP TOI,G,A,P,SOG,PPG,PPP,BLK,HIT,plus_minus,GWG,FOW,FOL,FO%,Extra,Extra
Oskar Sundqvist,STL,31,C,110.1,1.84,60,13.0,0.4,3.9,16.9,20.8,55.5,0.8,1.7,36.6,75.8,-1.9,0.6,217.1,275.1,0%,,
Jack McBain,UTA,25,"C,LW",110.1,1.84,60,13.6,0.0,7.8,11.3,19.1,66.6,0.0,0.0,38.8,181.2,0.7,1.2,249.6,263.5,49%,,
Lars Eller,OTT,36,C,109.1,1.79,61,12.7,1.0,7.7,10.0,17.7,76.9,1.1,2.1,30.7,43.9,0.6,1.3,293.9,259.4,53%,,
Jalen Chatfield,CAR,29,D,108.9,1.81,60,16.6,0.0,4.4,10.2,14.7,74.1,0.0,0.1,55.4,47.6,5.9,0.8,0.0,0.0,0%,,
Nick Leddy,S.J,34,D,108.8,1.84,59,18.2,0.4,2.7,13.0,15.7,46.6,0.1,1.0,74.7,36.3,-6.3,0.3,0.0,0.0,0%,,
Michael McCarron,NSH,30,C,108.6,1.78,61,14.3,0.0,6.5,9.1,15.6,75.6,0.0,0.1,48.0,131.3,-5.8,0.9,416.2,356.7,54%,,
Tanner Jeannot,BOS,28,"LW,RW",108.5,1.87,58,13.7,0.2,7.0,9.7,16.7,71.5,0.2,0.6,44.2,165.0,-4.0,1.0,14.2,19.6,42%,,
Gage Goncalves,T.B,24,C,107.8,1.77,61,13.4,0.9,7.5,12.8,20.3,60.2,0.9,2.8,27.7,78.1,6.1,1.4,8.9,11.1,44%,,
Parker Kelly,COL,26,"C,LW",107.8,1.80,60,12.2,0.0,7.5,8.5,16.0,71.7,0.0,0.1,47.7,119.8,6.4,1.3,79.6,140.7,36%,,
Gustav Nyquist,WPG,36,"LW,RW",107.6,1.76,61,11.9,0.8,6.4,13.6,20.0,67.1,0.8,3.1,22.2,32.4,1.1,1.0,9.1,14.7,38%,,
Brett Kulak,EDM,31,D,107.6,1.85,58,16.9,0.0,3.0,9.7,12.7,72.1,0.0,0.0,66.8,26.7,1.3,0.4,0.0,0.0,0%,,
Scott Mayfield,NYI,33,D,107.3,1.82,59,19.1,0.0,2.1,8.6,10.7,54.9,0.0,0.0,95.5,70.9,-1.9,0.3,0.0,0.0,0%,,
Marcus Foligno,MIN,34,LW,106.7,1.81,59,13.6,0.0,7.9,10.2,18.1,60.4,0.0,0.0,44.5,173.8,0.4,1.2,4.8,8.7,35%,,
Ty Dellandrea,S.J,25,C,106.6,1.81,59,15.2,0.1,4.5,11.4,15.9,71.0,0.2,0.4,45.8,156.8,-8.6,0.6,288.4,310.1,48%,,
Mason Appleton,DET,29,"C,RW",106.5,1.78,60,13.2,0.1,7.7,10.8,18.5,73.8,0.1,0.3,27.8,62.2,-2.8,1.0,6.5,7.5,47%,,
Chris Tanev,TOR,35,D,105.5,1.76,60,16.0,0.1,1.6,9.7,11.3,34.1,0.0,0.3,108.5,31.4,2.2,0.2,0.0,0.0,0%,,
Kevin Stenlund,UTA,29,C,105.3,1.75,60,13.9,0.9,8.3,8.2,16.5,66.9,0.8,1.9,41.0,42.3,-1.9,1.3,437.9,356.1,55%,,
Trevor Van Riemsdyk,WSH,34,D,105.2,1.75,60,15.9,0.1,1.2,11.1,12.3,51.3,0.0,0.2,85.0,21.9,2.8,0.2,0.0,0.0,0%,,
Conor Sheary,NYR,33,LW,105.2,1.78,59,13.3,1.1,4.4,12.2,16.6,75.6,0.8,2.9,29.4,39.0,0.5,0.8,11.2,12.3,48%,,
Dakota Joshua,TOR,29,"C,LW",104.7,1.74,60,12.8,0.0,8.9,9.3,18.2,61.0,0.1,0.1,39.2,179.7,0.8,1.2,19.5,23.9,45%,,
Jesper Boqvist,FLA,27,C,104.6,1.72,61,12.8,0.6,8.8,10.0,18.7,69.9,0.5,1.3,24.4,137.4,2.2,1.5,54.3,80.1,40%,,
Wyatt Kaiser,CHI,23,D,104.6,1.74,60,19.2,0.0,2.6,9.0,11.6,59.8,0.0,0.0,79.9,55.7,-3.7,0.4,0.0,0.0,0%,,
Jesperi Kotkaniemi,CAR,25,C,104.1,1.74,60,10.7,0.1,7.5,11.5,19.0,69.0,0.1,0.2,25.0,56.8,6.4,1.4,217.6,207.4,51%,,
Ilya Lyubushkin,DAL,31,D,103.9,1.73,60,17.1,0.0,0.9,10.0,11.0,41.5,0.0,0.0,100.5,74.8,3.6,0.2,0.0,0.0,0%,,
Tanner Pearson,WPG,33,LW,103.8,1.70,61,11.0,0.9,8.0,8.7,16.7,70.4,0.9,2.1,32.8,66.7,0.1,1.2,5.4,13.7,28%,,
Steven Lorentz,TOR,29,"LW,RW",103.4,1.72,60,12.4,0.0,7.4,9.4,16.8,64.6,0.0,0.0,41.5,139.0,0.7,1.0,63.8,92.8,41%,,
Kaedan Korczak,VGK,24,D,103.2,1.69,61,15.2,0.0,2.5,10.8,13.4,55.4,0.0,0.1,70.7,85.7,6.8,0.4,0.0,0.0,0%,,
Blake Lizotte,PIT,27,C,102.6,1.68,61,13.5,0.0,9.0,8.1,17.0,72.0,0.0,0.0,31.1,59.9,-2.0,1.2,225.9,230.7,49%,,
Adam Klapka,CGY,25,RW,102.5,1.77,58,10.6,0.7,8.0,7.8,15.8,68.7,0.5,1.9,37.5,178.8,-4.0,1.0,8.8,20.7,30%,,
Pavel Mintyukov,ANA,21,D,102.2,1.70,60,15.8,0.3,2.7,10.8,13.5,50.6,0.0,0.9,70.9,62.1,-2.9,0.4,0.0,0.0,0%,,
Nick Jensen,OTT,35,D,101.8,1.67,61,16.6,0.0,2.1,12.0,14.0,53.0,0.0,0.0,66.3,49.1,1.0,0.3,0.0,0.0,0%,,
Sean Kuraly,BOS,32,C,101.6,1.75,58,14.0,0.0,5.7,8.6,14.2,78.0,0.0,0.0,39.9,94.5,-3.6,0.8,283.0,273.3,51%,,
Jamie Oleksiak,SEA,32,D,101.6,1.69,60,15.8,0.0,2.3,8.0,10.3,53.0,0.0,0.1,87.9,63.4,-5.6,0.3,0.0,0.0,0%,,
Joel Hanley,CGY,34,D,101.1,1.74,58,17.8,0.0,2.1,9.0,11.1,46.8,0.0,0.0,88.8,56.8,-3.9,0.3,0.0,0.0,0%,,
Ty Emberson,EDM,25,D,99.3,1.71,58,15.7,0.0,2.1,9.6,11.7,51.3,0.0,0.0,77.0,86.1,2.7,0.3,0.0,0.0,0%,,
Lukas Reichel,VAN,23,LW,99.3,1.68,59,12.4,0.1,6.9,11.1,18.0,60.9,0.1,0.3,29.1,32.4,-1.0,1.0,118.6,169.9,41%,,
Jonatan Berggren,DET,25,RW,99.0,1.65,60,11.4,0.6,7.7,10.3,18.0,70.5,1.3,2.2,15.1,37.9,-3.2,1.0,1.4,4.8,23%,,
William Carrier,CAR,30,LW,98.4,1.64,60,11.9,0.0,6.9,10.4,17.3,73.9,0.0,0.1,18.9,153.2,6.3,1.3,4.1,6.2,0%,,
Trent Frederic,EDM,27,C,98.3,1.69,58,12.1,0.5,8.1,8.2,16.3,71.8,0.7,1.4,24.3,131.4,1.6,1.2,69.5,81.9,46%,,
Nikita Nesterenko,ANA,24,C,98.1,1.64,60,11.8,0.1,7.1,12.3,19.4,58.8,0.1,0.2,20.7,104.8,-1.3,1.0,12.4,51.5,19%,,
Yegor Chinakhov,CBJ,24,"LW,RW",97.9,1.63,60,10.0,0.1,8.1,8.4,16.5,75.4,0.2,0.4,20.8,63.7,0.5,1.2,0.1,3.9,3%,,
Zach Bogosian,MIN,35,D,97.6,1.65,59,15.9,0.0,2.6,8.8,11.4,59.5,0.0,0.0,67.5,63.9,0.3,0.4,0.0,0.0,0%,,
Paul Cotter,N.J,26,LW,97.1,1.59,61,12.3,0.5,8.3,8.4,16.8,69.9,0.6,1.6,20.5,156.6,-0.3,1.3,25.1,23.2,52%,,
Justin Barron,NSH,24,D,96.9,1.59,61,14.3,0.2,4.1,8.1,12.2,56.4,0.1,0.3,63.7,54.4,-5.0,0.6,0.0,0.0,0%,,
Aatu Raty,VAN,23,C,96.7,1.64,59,12.6,0.1,8.7,10.7,19.3,55.3,0.1,0.4,21.2,130.8,-0.5,1.3,413.2,308.5,57%,,
Albert Johansson,DET,24,D,96.4,1.61,60,16.2,0.4,2.2,7.7,9.9,53.0,0.1,0.8,78.6,61.3,-3.6,0.3,0.0,0.0,0%,,
Simon Benoit,TOR,27,D,96.4,1.61,60,18.1,0.0,1.2,7.2,8.5,47.2,0.0,0.1,94.7,141.9,0.2,0.2,0.0,0.0,0%,,
Alexei Toropchenko,STL,26,RW,96.4,1.61,60,12.5,0.0,6.6,8.0,14.6,68.5,0.0,0.1,36.5,142.3,-2.1,1.0,0.7,2.4,22%,,
Calle Jarnkrok,TOR,34,C,96.1,1.60,60,12.4,1.0,8.4,8.6,16.9,65.8,1.1,2.3,20.1,62.0,0.5,1.1,32.6,37.5,47%,,
Michael Rasmussen,DET,26,"C,LW",95.1,1.59,60,11.4,0.5,6.7,7.9,14.6,59.0,0.6,1.4,40.8,82.3,-2.4,0.9,89.9,94.5,0%,,
Justin Danforth,BUF,32,RW,94.9,1.58,60,11.7,0.1,6.4,7.8,14.2,60.2,0.1,0.3,43.6,84.3,-0.3,0.9,190.4,196.8,49%,,
Jake Bean,CGY,27,D,94.8,1.63,58,15.7,0.2,2.8,7.1,9.9,63.7,0.1,0.4,65.8,30.4,-4.8,0.3,0.0,0.0,0%,,
Lian Bichsel,DAL,21,D,94.7,1.58,60,16.6,0.0,4.2,8.8,13.0,48.2,0.0,0.0,63.0,174.3,5.3,0.8,0.0,0.0,0%,,
Colton Dach,CHI,22,"C,LW",94.1,1.57,60,11.8,0.2,6.3,8.5,14.8,69.5,0.1,0.5,29.2,189.3,-5.4,0.9,38.8,42.9,48%,,
Taylor Raddysh,NYR,27,RW,93.0,1.58,59,12.2,0.6,6.5,9.3,15.8,66.5,0.3,1.0,22.9,49.8,0.1,1.1,5.6,15.0,27%,,
Jeff Petry,FLA,37,D,92.7,1.52,61,14.1,0.2,1.8,9.9,11.7,44.2,0.0,0.9,69.2,57.7,1.3,0.3,0.0,0.0,0%,,
Henri Jokiharju,BOS,26,D,92.3,1.59,58,16.1,0.6,2.2,10.2,12.3,53.8,0.1,1.6,53.6,44.1,-3.8,0.3,0.0,0.0,0%,,
Yakov Trenin,MIN,28,C,92.2,1.56,59,13.1,0.0,6.3,7.2,13.5,73.8,0.0,0.1,29.2,191.7,0.4,1.0,48.6,65.4,43%,,
Jayden Struble,MTL,24,D,92.2,1.51,61,15.2,0.0,2.3,11.1,13.4,49.0,0.0,0.0,54.9,105.9,-0.4,0.3,0.0,0.0,0%,,
Mark Jankowski,CAR,31,C,90.8,1.51,60,10.6,0.0,8.8,6.9,15.7,55.1,0.0,0.1,32.0,41.0,6.5,1.6,212.0,201.9,51%,,
Connor Murphy,CHI,32,D,90.6,1.51,60,14.0,0.0,1.3,8.1,9.3,47.2,0.0,0.1,78.0,65.0,-4.7,0.2,0.0,0.0,0%,,
Colton Sissons,VGK,32,"C,LW",90.0,1.48,61,11.3,0.5,5.2,8.6,13.8,57.0,0.5,1.5,37.4,74.7,4.2,0.9,296.7,253.7,54%,,
Kasperi Kapanen,EDM,29,RW,89.0,1.54,58,12.3,0.0,5.4,10.4,15.8,62.6,0.0,0.0,20.9,87.4,0.7,0.8,15.9,28.4,36%,,
Elmer Soderblom,DET,24,LW,88.9,1.48,60,10.4,0.2,6.7,8.9,15.6,64.2,0.2,0.5,19.3,85.3,-1.8,0.9,6.5,7.2,48%,,
Rodrigo Abols,PHI,29,C,88.6,1.43,62,10.3,0.0,6.0,6.6,12.6,72.6,0.0,0.1,28.8,69.3,-3.5,0.9,206.5,159.2,56%,,
Keegan Kolesar,VGK,28,RW,88.1,1.44,61,10.4,0.1,5.7,9.2,14.9,53.4,0.1,0.2,32.8,139.1,4.1,1.0,5.9,11.4,34%,,
Anthony Duclair,NYI,30,LW,87.8,1.49,59,11.0,0.1,7.4,7.2,14.6,59.3,0.3,0.4,27.6,26.0,-2.1,1.1,3.7,6.6,36%,,
Nick Cousins,OTT,32,LW,87.2,1.43,61,9.9,0.0,6.9,7.3,14.1,61.7,0.0,0.1,27.5,100.2,2.0,1.1,8.8,15.6,36%,,
Egor Zamula,PHI,25,D,86.5,1.40,62,13.3,0.0,2.2,8.8,11.0,38.9,0.0,0.1,67.7,36.0,-2.2,0.3,0.0,0.0,0%,,
Garnet Hathaway,PHI,34,RW,86.5,1.39,62,10.4,0.0,5.5,6.8,12.3,56.1,0.0,0.0,43.0,198.7,-3.0,0.8,9.7,7.9,55%,,
Tye Kartye,SEA,24,LW,86.4,1.44,60,11.3,0.0,6.5,6.3,12.8,54.7,0.0,0.1,41.1,141.3,-6.0,0.8,9.8,22.2,31%,,
Jacob Bernard-Docker,DET,25,D,85.9,1.43,60,13.7,0.0,2.1,7.2,9.4,43.3,0.0,0.0,72.4,55.9,-1.3,0.3,0.0,0.0,0%,,
Logan Mailloux,STL,22,D,85.6,1.43,60,13.3,0.3,3.0,8.1,11.1,48.7,0.1,0.8,53.8,71.5,-3.9,0.4,0.0,0.0,0%,,
Urho Vaakanainen,NYR,26,D,85.2,1.44,59,14.1,0.0,1.4,11.1,12.5,45.7,0.0,0.1,49.7,38.0,0.8,0.2,0.0,0.0,0%,,
Colin Blackwell,DAL,32,C,85.1,1.42,60,11.4,0.0,5.9,8.4,14.2,59.7,0.0,0.1,24.7,86.4,4.3,1.0,88.0,107.8,45%,,
Brandon Duhaime,WSH,28,RW,84.3,1.41,60,11.6,0.0,5.9,6.5,12.4,53.3,0.0,0.0,40.8,114.8,2.1,1.0,10.8,18.0,37%,,
Luke Schenn,WPG,36,D,83.1,1.36,61,13.8,0.0,0.9,5.5,6.5,55.3,0.0,0.0,72.0,149.8,0.1,0.1,0.0,0.0,0%,,
Sam Carrick,NYR,33,C,82.2,1.39,59,10.8,0.0,4.4,8.5,12.9,57.4,0.0,0.0,29.7,92.0,0.1,0.8,246.2,213.8,54%,,
Mitchell Chaffee,T.B,27,RW,80.9,1.33,61,9.5,1.2,7.8,5.6,13.3,55.6,2.7,3.9,18.3,103.9,4.6,1.4,3.3,8.4,28%,,
Matt Dumba,PIT,31,D,80.6,1.32,61,14.1,0.0,1.8,7.3,9.1,49.6,0.0,0.0,57.3,77.3,-2.6,0.2,0.0,0.3,0%,,
Jeremy Lauzon,VGK,28,D,79.8,1.31,61,13.4,0.0,1.9,5.7,7.6,49.2,0.0,0.0,64.5,149.2,4.7,0.3,0.0,0.0,0%,,
Fedor Svechkov,NSH,22,C,79.8,1.31,61,10.8,0.0,5.2,6.5,11.7,62.7,0.0,0.1,26.6,42.9,-6.2,0.7,128.1,207.2,38%,,
Radek Faksa,DAL,31,C,79.3,1.32,60,10.4,0.0,4.0,9.5,13.4,41.6,0.0,0.0,36.3,79.3,4.7,0.7,237.4,183.1,56%,,
Brayden Pachal,CGY,26,D,78.8,1.36,58,13.9,0.0,1.9,6.7,8.6,46.7,0.0,0.0,59.1,104.4,-4.3,0.2,0.0,0.0,0%,,
Hendrix Lapierre,WSH,23,C,77.4,1.29,60,9.1,0.1,3.1,11.2,14.3,48.8,0.1,0.2,19.5,53.4,2.6,0.5,85.5,138.2,38%,,
Brandon Tanev,UTA,33,"LW,RW",77.4,1.29,60,9.4,0.0,4.8,6.2,11.0,49.9,0.0,0.0,38.5,116.4,-2.1,0.7,4.6,15.5,23%,,
Derek Forbort,VAN,33,D,77.3,1.31,59,13.9,0.0,1.3,6.5,7.8,33.8,0.0,0.0,74.3,66.0,-0.9,0.2,0.0,0.0,0%,,
Cole Koepke,WPG,27,LW,77.3,1.27,61,10.5,0.0,5.5,6.2,11.7,62.3,0.0,0.0,21.9,142.4,0.8,0.8,0.0,0.8,0%,,
Olli Maatta,UTA,31,D,76.7,1.28,60,12.7,0.0,1.6,8.5,10.1,37.4,0.0,0.0,55.3,26.4,-0.1,0.2,0.0,0.0,0%,,
Liam Ohgren,MIN,21,LW,76.1,1.29,59,10.1,0.2,4.6,5.3,9.9,61.5,0.2,0.5,30.4,89.9,-1.2,0.7,2.4,6.4,27%,,
Alex Turcotte,L.A,24,"C,LW",75.1,1.25,60,8.9,0.0,4.3,9.5,13.8,46.4,0.0,0.0,20.9,38.4,1.8,0.7,105.4,117.6,47%,,
Juuso Parssinen,NYR,24,C,74.4,1.26,59,8.9,0.0,6.2,6.7,12.9,42.1,0.0,0.0,29.5,86.3,-0.2,1.1,70.4,92.3,43%,,
Barclay Goodrow,S.J,32,C,73.9,1.25,59,12.4,0.1,4.0,4.5,8.5,51.5,0.1,0.1,44.9,92.8,-8.2,0.5,93.7,105.5,47%,,
Tyler Tucker,STL,25,D,73.2,1.22,60,12.1,0.0,2.7,5.8,8.4,44.7,0.0,0.0,51.1,79.3,-1.7,0.4,0.0,0.0,0%,,
Maxim Tsyplakov,NYI,27,"LW,RW",72.9,1.24,59,8.6,0.0,4.4,8.6,13.0,49.6,0.0,0.0,18.2,76.3,-1.7,0.6,6.3,8.6,42%,,
Isac Lundestrom,CBJ,26,C,71.1,1.19,60,11.9,0.0,3.7,7.2,10.9,41.0,0.0,0.0,35.8,39.0,-0.4,0.6,225.9,251.7,47%,,
Isaac Howard,EDM,21,LW,71.0,1.22,58,8.9,1.0,5.8,5.7,11.5,57.0,0.9,2.3,11.3,41.8,2.1,0.9,0.0,0.0,0%,,
Adam Edstrom,NYR,25,C,69.5,1.18,59,9.0,0.0,5.0,5.1,10.1,45.7,0.0,0.0,32.8,103.0,0.4,0.9,1.5,3.4,30%,,
Casey Cizikas,NYI,34,"C,LW",67.5,1.14,59,8.9,0.0,3.8,6.0,9.7,44.5,0.0,0.0,32.1,105.6,-2.9,0.5,170.6,150.4,53%,,
David Tomasek,EDM,29,RW,65.7,1.13,58,8.3,0.8,5.2,5.0,10.2,51.5,0.5,2.3,14.3,58.5,2.1,0.8,70.2,72.7,49%,,
Mattias Janmark,EDM,32,C,64.8,1.12,58,10.8,0.0,2.5,8.9,11.4,42.0,0.0,0.0,19.4,34.4,1.6,0.4,37.8,50.4,0%,,
Sam Lafferty,CHI,30,"C,RW",63.8,1.06,60,9.7,0.0,5.9,5.1,10.9,44.0,0.0,0.1,17.9,92.6,-4.7,0.9,76.3,83.4,48%,,
Curtis Lazar,EDM,30,C,62.4,1.08,58,9.2,0.0,3.9,6.4,10.4,36.9,0.0,0.0,25.6,108.1,2.2,0.6,138.4,136.3,50%,,
Dmitry Kulikov,FLA,35,D,61.9,1.01,61,10.8,0.1,1.5,6.6,8.1,35.1,0.0,0.2,39.9,56.3,2.5,0.2,0.0,0.0,0%,,
Jake Christiansen,CBJ,26,D,59.7,0.99,60,10.3,0.0,0.8,5.1,5.9,43.1,0.0,0.0,41.0,43.6,-0.3,0.1,0.0,0.0,0%,,
Nicolas Deslauriers,PHI,34,LW,56.2,0.91,62,8.9,0.0,3.6,3.8,7.3,48.7,0.0,0.0,19.7,172.9,-3.5,0.5,4.7,5.5,46%,,
Ryan Lomberg,CGY,30,LW,53.6,0.92,58,8.5,0.0,2.5,4.8,7.3,47.5,0.0,0.0,16.0,120.6,-4.7,0.3,4.2,9.8,30%,,
Cole Smith,NSH,30,LW,24.2,0.40,61,3.5,0.1,1.7,2.0,3.7,19.5,0.1,0.2,6.1,39.1,-4.8,0.2,1.5,2.4,38%,,
